string,duration_1,duration_2,duration_3,duration_4,duration_5,duration_6,duration_7,duration_8,duration_9,duration_10,duration_11,duration_12,duration_13
XAQAQ,103,97,382,173,864,,,,,,,,
XAQAQ,85,86,388,181,386,,,,,,,,
XAQAQA,90,97,596,152,983,100,,,,,,,
SRPCB,137,110,259,217,369,,,,,,,,
XAQMCB,97,108,378,339,284,248,,,,,,,
MSRP,234,100,109,262,,,,,,,,,
XAQMCB,74,89,315,332,240,378,,,,,,,
XAQAQMCB,62,98,468,212,294,248,215,398,,,,,
XAQAQAQ,107,131,476,157,776,154,341,,,,,,
MSRPCB,247,111,106,311,228,391,,,,,,,
XAQAQAQAQMCB,123,164,739,159,856,176,471,196,532,297,274,345,
MSRP,284,149,135,302,,,,,,,,,
SHNJP,110,149,132,218,249,,,,,,,,
MUCENP,234,141,110,134,154,212,,,,,,,
XAQMCENP,63,144,441,359,183,134,133,244,,,,,
MSHNPCB,337,115,146,80,268,259,119,,,,,,
MSRPCB,209,131,88,143,243,344,,,,,,,
XAQMUCENJP,100,129,585,375,135,164,137,110,167,224,,,
MUCBPCB,296,127,287,864,198,220,513,,,,,,
TMCB,585,142,228,443,,,,,,,,,
XAQMCENP,94,170,571,313,222,116,105,176,,,,,
XAQMCENJP,65,126,258,333,266,144,86,215,241,,,,
XAQAQ,76,146,377,136,139,,,,,,,,
TB,682,1435,,,,,,,,,,,
MCBPC,538,278,249,123,27,,,,,,,,
SRMCB,112,180,313,232,216,,,,,,,,
XAQMUCENP,98,147,284,331,146,233,157,112,240,,,,
MSHNP,515,136,203,60,295,,,,,,,,
T,829,,,,,,,,,,,,
MSHNPCEJP,193,111,159,104,248,172,239,165,146,,,,
MSHNPCB,213,122,160,159,259,216,362,,,,,,
TMCENJP,433,156,202,141,107,177,181,,,,,,
MSRPCB,302,108,128,242,197,268,,,,,,,
TMCB,677,207,216,470,,,,,,,,,
XAQM,76,112,849,238,,,,,,,,,
MSHJP,261,121,210,204,193,,,,,,,,
MSHNPCENP,220,121,161,103,288,202,138,137,218,,,,
MSRP,274,112,106,293,,,,,,,,,
MUCB,320,175,267,487,,,,,,,,,
XAQMCB,89,119,228,322,239,310,,,,,,,
XAQAQ,61,101,447,199,124,,,,,,,,
XAQMCB,76,147,383,253,219,275,,,,,,,
MUMCB,304,164,178,213,400,,,,,,,,
MSHJP,224,130,206,209,218,,,,,,,,
QAQA,179,203,588,224,,,,,,,,,
XAQAQAQ,88,105,350,139,549,191,475,,,,,,
MUMCB,226,129,141,220,477,,,,,,,,
SRPCB,125,106,305,236,352,,,,,,,,
MUMCB,255,114,147,220,152,,,,,,,,
MUMCB,333,138,646,192,426,,,,,,,,
XAQMCB,62,103,292,313,201,294,,,,,,,
TUCBP,612,102,252,280,144,,,,,,,,
XAQMC,80,139,376,327,202,,,,,,,,
TMCB,526,129,267,386,,,,,,,,,
MUMCB,237,143,487,214,242,,,,,,,,
XAQP,76,129,317,354,,,,,,,,,
SRPUCENJP,141,112,310,133,185,119,110,218,190,,,,
XAQMUT,91,115,371,311,146,268,,,,,,,
XAQMCB,61,122,321,308,249,255,,,,,,,
MUMCB,319,120,721,213,489,,,,,,,,
XAQAQA,74,119,307,130,671,166,,,,,,,
XAQMCB,73,91,212,307,193,408,,,,,,,
XAQAMCB,72,94,281,212,301,207,571,,,,,,
MC,600,226,,,,,,,,,,,
MSHJP,416,125,217,140,165,,,,,,,,
TMCB,619,135,233,258,,,,,,,,,
MSRP,332,125,104,203,,,,,,,,,
MUMCB,346,133,157,252,263,,,,,,,,
XAQAQ,84,101,447,165,834,,,,,,,,
XAQAQA,58,95,434,199,640,148,,,,,,,
XAQAQAQ,71,116,256,170,810,214,796,,,,,,
XAQMCB,96,110,504,252,251,328,,,,,,,
MUM,332,158,534,,,,,,,,,,
XAQMCENJP,84,118,241,311,252,213,101,109,139,,,,
QAQ,255,174,1166,,,,,,,,,,
A,201,,,,,,,,,,,,
XAQAQAQ,131,106,393,177,736,211,631,,,,,,
TUCB,636,104,219,459,,,,,,,,,
XAQMCB,93,105,262,291,272,278,,,,,,,
XAQAQA,70,88,371,189,1314,209,,,,,,,
MUMCB,254,146,160,234,451,,,,,,,,
SRPCB,122,88,216,244,180,,,,,,,,
XAQMC,57,85,327,295,157,,,,,,,,
MSHP,252,113,202,313,,,,,,,,,
MUMCB,220,149,165,210,589,,,,,,,,
MCB,310,268,502,,,,,,,,,,
MSHJP,231,142,205,177,152,,,,,,,,
XAQAQ,99,134,321,148,736,,,,,,,,
XAQAQAQ,98,124,826,168,653,198,219,,,,,,
MUCENP,224,128,227,169,141,147,,,,,,,
MUMCB,241,155,148,237,393,,,,,,,,
XAQM,87,127,360,303,,,,,,,,,
MSHJP,293,115,210,222,194,,,,,,,,
XAQAQAQMCENJP,115,142,464,168,548,207,219,275,233,157,108,177,207
TMCB,587,137,239,476,,,,,,,,,
TUCENJP,615,102,233,131,132,222,150,,,,,,
SHPCB,115,138,296,281,499,,,,,,,,
TUCB,568,123,245,546,,,,,,,,,
MSRPCB,227,115,83,238,211,386,,,,,,,
XAQAQMCB,61,103,283,145,192,272,231,554,,,,,
TUCENJP,599,102,235,137,107,182,221,,,,,,
XAQMCB,89,105,248,289,261,240,,,,,,,
MSHNP,263,117,207,108,202,,,,,,,,
MUCB,277,140,230,463,,,,,,,,,
XAQMCB,76,96,214,305,276,248,,,,,,,
XAQAQAQ,75,125,686,172,789,167,282,,,,,,
MSRPC,267,122,114,264,265,,,,,,,,
MUMCENJP,245,124,141,216,153,126,150,276,,,,,
MSRPC,267,103,112,257,286,,,,,,,,
YUCB,630,114,233,1301,,,,,,,,,
XAQMCBM,91,137,230,309,316,272,277,,,,,,
MSHPM,235,106,182,309,114,,,,,,,,
MUMCENJP,238,159,152,293,135,108,139,208,,,,,
HPCENP,65,221,255,156,156,221,,,,,,,
XAQMCENJP,89,122,589,320,218,156,110,180,218,,,,
XAQAQAQ,102,131,684,185,707,177,241,,,,,,
MUMCB,286,140,190,475,858,,,,,,,,
TMCENJP,461,231,235,152,109,215,192,,,,,,
MSHNP,220,103,186,107,382,,,,,,,,
SRNPCENJP,121,113,162,277,118,154,133,171,206,,,,
MSHNP,247,106,189,106,243,,,,,,,,
XAQMCB,100,113,349,309,215,440,,,,,,,
MUTCB,282,140,297,243,404,,,,,,,,
XAQMCENJP,71,116,222,317,199,173,107,159,109,,,,
XAQAQMUCB,73,114,288,158,267,247,154,226,278,,,,
XAQAQMCB,72,131,411,222,203,235,266,293,,,,,
MSHJP,410,104,165,133,164,,,,,,,,
MUMCB,314,131,161,228,267,,,,,,,,
TMCB,558,129,225,382,,,,,,,,,
MSRPCENP,218,109,122,263,193,152,167,145,,,,,
XAQMCENP,75,151,506,349,106,153,112,245,,,,,
MUTMCB,257,134,90,332,260,460,,,,,,,
TUCB,618,112,274,437,,,,,,,,,
MSHJP,284,105,209,136,225,,,,,,,,
MSHPCB,398,115,214,344,207,578,,,,,,,
T,1033,,,,,,,,,,,,
XAQAQ,76,123,294,198,386,,,,,,,,
MUMCENJP,244,126,160,216,175,87,135,249,,,,,
SRPCB,118,107,273,224,575,,,,,,,,
SHNPCENJP,106,200,109,298,145,136,109,132,234,,,,
TUCB,612,102,224,526,,,,,,,,,
MSHJP,273,117,211,131,155,,,,,,,,
XAQAQ,92,95,653,180,183,,,,,,,,
XAQMCENJP,86,121,227,367,214,268,113,169,208,,,,
XAQAQMC,87,103,327,166,379,241,406,,,,,,
MSHJP,252,95,216,167,259,,,,,,,,
SRPCB,136,112,258,243,245,,,,,,,,
XAQMCENJP,76,106,267,322,220,152,112,170,179,,,,
MUMCB,314,169,236,223,433,,,,,,,,
MSRPCB,236,102,130,272,199,461,,,,,,,
XAQMCB,59,96,252,306,232,257,,,,,,,
XAQAQ,76,115,287,159,840,,,,,,,,
TUCBP,567,90,233,303,158,,,,,,,,
XAQM,73,141,341,401,,,,,,,,,
MSHPCENJP,235,116,217,278,196,134,82,264,204,,,,
TUCENXCB,579,118,128,128,133,247,220,540,,,,,
MCB,255,298,368,,,,,,,,,,
